topic,gamma,document_id,advertiser,text
3,0.998918846852452,746,Rep. Dan Newhouse,"I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation."
3,0.9987225874330606,752,Rep. Dan Newhouse,"I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation.,I am committed to delivering common-sense, actionable solutions to secure our borders, stop the flow of illicit fentanyl, and prioritize national security for the good of communities across Central Washington and the nation."
3,0.9982446051341826,803,City of Palmdale - Government,"[para español👇] 💪 Hey, AV youth! Want to make a difference in your community? 🎨

The City invites YOU to enter the Youth Multimedia Fentanyl Awareness Challenge! 

Join the fight against fentanyl and illicit drug use by entering a creative multimedia project in these categories:

🎶 An Original Song 
🎨 Artwork
✍️ Poetry
🎥 Video – Public Service Announcement

🗓️ Deadline: Monday, April 8
📢 Winning entries announced: Wednesday, April 13
💰Scholarships ranging from $100-$600 will be awarded to winning entries!
🌟 Winners will be featured on the City’s website and YouTube channel! 

➡️ View the complete rules and enter here: https://www.cityofpalmdaleca.gov/1263/Fentanyl-Awareness-Resources

---

💪 ¡Hola, jóvenes AV! ¿Quieres marcar la diferencia en tu comunidad? 🎨

¡La Ciudad te invita a participar en el Desafío de Concientización sobre el Fentanilo Multimedia para Jóvenes!

Únete a la lucha contra el fentanilo y el consumo de drogas ilícitas participando en un proyecto multimedia creativo en estas categorías:

🎶 Una canción original
🎨 Obra artística
✍️ Poesía
🎥 Video – Anuncio de Servicio Público

🗓️ Fecha límite: lunes 8 de abril
📢 Se anuncian las obras ganadoras: miércoles 13 de abril
💰¡Se otorgarán becas que van desde $ 100 a $ 600 a las entradas ganadoras!
🌟 ¡Los ganadores aparecerán en el sitio web y el canal de YouTube de la Ciudad!

➡️ Consulta las bases completas e ingresa aquí: https://www.cityofpalmdaleca.gov/1263/Fentanyl-Awareness-Resources"
3,0.9981996990948366,854,City of Palmdale - Government,"[para español👇] AV Youth: Join us for a FREE 3-day fentanyl awareness program for youth ages 12-17! 

🗓️ Tuesday-Thursday, March 26-28
⏰ 10 a.m.-2 p.m.

This program will cover: 
🔹 Personal self-management skills: develop strategies for making healthy decisions, reducing stress and managing anger
🔹 General social skills: strengthen communication skills and learn how to build healthy relationships
🔹 Drug resistance skills: understand the consequences of substance use, risk-taking and the influences of media

Locations: 
📍 Palmdale Oasis Park Recreation Center (3850 E. Ave. S)
📍 Lancaster Community Center (44611 Yucca Ave)

Register: https://www.cityofpalmdaleca.gov/FormCenter/City-Managers-Office-39/Fentanyl-Awareness-Summer-Program-184

#FightFentanylAV

---

AV Youth: ¡Únase a nosotros en un programa GRATUITO de conciencia sobre el fentanilo de 3 días para jóvenes de 12 a 17 años!

🗓️ martes a jueves, 26 al 28 de marzo
⏰ 10 a.m.-2 p.m.

Este programa cubrirá:
🔹 Habilidades de autogestión personal: desarrollar estrategias para tomar decisiones saludables, reducir el estrés y gestionar la ira
🔹 Habilidades sociales generales: fortalece las habilidades de comunicación y aprende a construir relaciones saludables
🔹 Habilidades de resistencia a las drogas: comprenda las consecuencias del uso de sustancias, la asunción de riesgos y las influencias de los medios de comunicación.

Ubicaciones:
📍Centro recreativo Palmdale Oasis Park (3850 E. Ave. S)
📍Centro Comunitario de Lancaster (44611 Yucca Ave)

Inscríbase: https://www.cityofpalmdaleca.gov/FormCenter/City-Managers-Office-39/Fentanyl-Awareness-Summer-Program-184"
3,0.9981763718251917,857,City of Palmdale - Government,"AV Youth: Join us for a FREE 3-day fentanyl awareness program for youth ages 12-17! 

🗓️ Tuesday-Thursday, March 26-28
⏰ 10 a.m.-2 p.m.

This program will cover: 
🔹 Personal self-management skills: develop strategies for making healthy decisions, reducing stress and managing anger
🔹 General social skills: strengthen communication skills and learn how to build healthy relationships
🔹 Drug resistance skills: understand the consequences of substance use, risk-taking and the influences of media

Locations: 
📍 Palmdale Oasis Park Recreation Center (3850 E. Ave. S)
📍 Lancaster Community Center (44611 Yucca Ave)

Register: https://www.cityofpalmdaleca.gov/FormCenter/City-Managers-Office-39/Fentanyl-Awareness-Summer-Program-184

#FightFentanylAV

---

AV Youth: ¡Únase a nosotros en un programa GRATUITO de conciencia sobre el fentanilo de 3 días para jóvenes de 12 a 17 años!

🗓️ martes a jueves, 26 al 28 de marzo
⏰ 10 a.m.-2 p.m.

Este programa cubrirá:
🔹 Habilidades de autogestión personal: desarrollar estrategias para tomar decisiones saludables, reducir el estrés y gestionar la ira
🔹 Habilidades sociales generales: fortalece las habilidades de comunicación y aprende a construir relaciones saludables
🔹 Habilidades de resistencia a las drogas: comprenda las consecuencias del uso de sustancias, la asunción de riesgos y las influencias de los medios de comunicación.

Ubicaciones:
📍Centro recreativo Palmdale Oasis Park (3850 E. Ave. S)
📍Centro Comunitario de Lancaster (44611 Yucca Ave)

Inscríbase: https://www.cityofpalmdaleca.gov/FormCenter/City-Managers-Office-39/Fentanyl-Awareness-Summer-Program-184"
3,0.9976013927618236,455,Jim Vanbrederode,"As a former police chief, I've witnessed the opioid crisis here in Rochester – enough is enough, we need to: 

- Stop the flow of fentanyl coming across our southern border 
- Use the opioid settlement funds to increase funding for addiction & recovery programs in Rochester
- Create a treatment and recovery plan for people visiting our emergency rooms and hospitals for overdoses,As a former police chief, I've witnessed the opioid crisis here in Rochester – enough is enough, we need to: 

- Stop the flow of fentanyl coming across our southern border 
- Use the opioid settlement funds to increase funding for addiction & recovery programs in Rochester
- Create a treatment and recovery plan for people visiting our emergency rooms and hospitals for overdoses,As a former police chief, I've witnessed the opioid crisis here in Rochester – enough is enough, we need to: 

- Stop the flow of fentanyl coming across our southern border 
- Use the opioid settlement funds to increase funding for addiction & recovery programs in Rochester
- Create a treatment and recovery plan for people visiting our emergency rooms and hospitals for overdoses"
3,0.9967403057164695,346,Americans for Prosperity-Montana,"Concerned About the Crisis at the Southern Border?

As seen on Fox News, Newsmax, and News Nation, retired Chief Patrol Agent Chris Clem brings unparalleled expertise and firsthand knowledge about the Southern Border crisis.

Join Americans for Prosperity-Montana as we host Chief Clem in Great Falls, Montana!

Event Details:

Date: Wednesday, June 26th
Time: 6:30 PM
Location: Holiday Inn @ Great Falls Convention Center, 1100 5th St. South, Great Falls, MT 59405

Chief Clem will be joined by @@[100038889942354:2048:Aaron Flint], the renowned ""King of Montana Radio"" and military veteran. This free event offers a unique opportunity to hear directly from an experienced leader about the situation at the Southern Border and, more importantly, to learn what YOU can do about it.

Seating is limited, so please RSVP at www.securebordersecuremontana.com."
3,0.9965399614770212,345,Americans for Prosperity-Montana,"Concerned About the Crisis at the Southern Border?

As seen on Fox News, Newsmax, and News Nation, retired Chief Patrol Agent Chris Clem brings unparalleled expertise and firsthand knowledge about the Southern Border crisis.

Join Americans for Prosperity-Montana as we host Chief Clem in Bozeman, Montana!

Event Details:

Date: Thursday, June 27th
Time: 6:30 PM
Location: AC Hotel Bozeman Downtown, 110 N. Tracy Ave, Bozeman, MT 59715

Chief Clem will be joined by @[100038889942354:2048:Aaron Flint], the renowned ""King of Montana Radio"" and military veteran. This free event offers a unique opportunity to hear directly from an experienced leader about the situation at the Southern Border and, more importantly, to learn what YOU can do about it.

Seating is limited, so please RSVP at www.securebordersecuremontana.com."
3,0.996539960604689,347,Americans for Prosperity-Montana,"Concerned About the Crisis at the Southern Border?

As seen on Fox News, Newsmax, and News Nation, retired Chief Patrol Agent Chris Clem brings unparalleled expertise and firsthand knowledge about the Southern Border crisis.

Join Americans for Prosperity-Montana as we host Chief Clem in Kalispell, Montana!

Event Details:

Date: Tuesday, June 25th
Time: 6:30 PM
Location: Hilton Garden Inn, 1840 Hwy 93 South, Kalispell, MT 59902

Chief Clem will be joined by @[100038889942354:2048:Aaron Flint], the renowned ""King of Montana Radio"" and military veteran. This free event offers a unique opportunity to hear directly from an experienced leader about the situation at the Southern Border and, more importantly, to learn what YOU can do about it.

Seating is limited, so please RSVP at www.securebordersecuremontana.com."
4,0.9996103270144492,1196,Logan Mantz for Hampshire County Commissioner,"It All Starts with a Plan…. 

Throughout the next few months (and for the next couple of years if I am elected to the Hampshire County Commission), I will do my utmost to stress the importance of planning for the long-term health of our community.   This is the first policy position that I will write in relation to my run for County Commission and I have chosen to write it on the importance of planning because I believe good planning to be the most important concept that we can adopt as a County, so please bear with me for the next few pages. 
 
I spent my most formative adult years in the Army, where planning was central to mission success and troop safety.  Planning is the way that we prepare for the challenges that we are going to face so that we’re not surprised by them and forced to come up with solutions on the fly, and it’s a part of nearly every aspect of our lives. Businesses plan out important next steps like expansions or new product lines so that they are timed appropriately and don’t endanger current operations, and families have personal finance plans to make sure that that an emergency repair or family vacation doesn’t make anyone miss the mortgage payment. But most of us never think about whether there is a plan for communities we live in.  

The County Comprehensive plan and associated planning process is meant to help citizens understand what the plan is for their community as well as guide the policy makers so that they aren’t forced to come up with answers on the fly (reactive governance vs. proactive).  It’s my firm belief that our comprehensive plan in Hampshire County is woefully inadequate and that updating this plan will help to guide our leaders for the years to come.  I fell in love with planning for local governments during Law School through my work with communities around the state, and although I will elaborate where necessary, I’ll do my best to summarize why I’m so passionate about planning below. 

What is a Comprehensive Plan and Why is it Important?  
In 2008, WV State Code was updated to make Comprehensive Plans mandatory in order for County Governments to be able to implement a Subdivision / Land Development Ordinance or regulate land use generally.  Comprehensive plans have their own robust set of requirements by state code to make sure that public input and review is heavily incorporated during the planning process and to make sure that certain key considerations are addressed by the community in formation of this plan.  There’s an entire section of code which spells out which components of a comprehensive plan are mandatory and which additional sections may be added to help communities that wish to have even more detailed analysis (W.Va. Code §8A-3 is the controlling code section for Comprehensive Plans).  

 It’s important to pause here and note that there are two very distinct ways that Counties can treat comprehensive plans:  The first way is to treat the comprehensive plan as just another box that must be checked, ensure that the statutory minimums are incorporated into the plan, and place the plan on a shelf once completed.  The second way is to lean heavily into the planning process, use it as a means of capturing the goals that citizens have for their community, and use those goals to set the actual priorities for policy makers for the years to come.  

Although I want to be clear that I do not fault anyone involved in the planning process here in Hampshire County, I think it’s fair to say that it appears we as a county have chosen the first approach to comprehensive plans described above.  In 2009 our Hampshire County comprehensive plan was developed and the resulting document met all of the statutory requirements for a comprehensive plan.  The plan was largely shelved until 2019, when it was updated (updates are required every ten years by statute).    
During the 2019 update, we as a county went through all of the statutorily required steps and the document that we now have meets all of the technical requirements for a Comprehensive Plan; but the update largely saw an incorporation of new demographic figures into an old plan and very little was changed otherwise.  

I want to be very clear here:  I do not believe that our County Planning Commission did anything wrong in updating the plan this way.  If the plan was only going to be used to check a box and never actually relied upon (which has historically been the case here), then updating the plan this way was actually the smart choice because it allowed us to save resources.  

If, however, we wish to use the plan as a means of guiding our policy makers going forward, the current plan is not up to the task.  In addition to essentially being a 15-year-old plan that was seemingly not intended to be used in the first place, the current plan does not contemplate the major events that have happened to our community since 2009 and what we can do to address them.  

In the last fifteen years, our community, like many in rural WV, has been ravaged by the opioid crisis.  Few people in our community are still strangers to the devastation that prescription opioid abuse, heroine, methamphetamine, and fentanyl have visited upon the people that call Hampshire County Home. But strategies to combat the opioid epidemic - one of the largest issues our community is facing - are not found anywhere in our County’s comprehensive plan.  
 
Another critical issue that is necessarily absent from our current plan is the strategy that our County has in place to help preserve our rural atmosphere, culture, and heritage in the era of post-pandemic development pressure.  An indisputable side effect of the Covid pandemic was the phenomenon known as urban flight.  Many folks that found themselves in our nation's metropolitan areas during the lock-down have committed to finding a new home away from the hustle and bustle, which has translated into unprecedented levels of development pressure here in Hampshire County.  This is not to say that development pressure only brings bad things, but we need to develop a deliberate and clear plan to help us use this growth pressure to take care of some of our community’s problems while preserving the things that we treasure most. 

If we as a community were to decide that updating our Comprehensive Plan was a priority, we could use the planning process as an opportunity to let our leaders know the things that matter most to us as a citizenry.  The comprehensive plan’s public meetings, open houses, and planning events are the primary means by which public input can inform and drive public policy for the years to come.  

The process of incorporating public input into the comprehensive plan is one of the main reasons I feel so strongly about local government planning.  Growing up here, I can remember everyone telling me that it didn’t matter what the people wanted or how much they complained because the folks in charge of the government would just do what they wanted anyway.  This planning process is the way that this sentiment is addressed.  

When our citizens can come together and set out their goals as a community, and these goals are incorporated into a good plan, the policy makers’ jobs get a lot easier: they just need to implement the plan that’s based on their citizens' input.  

As much as I do have my own opinions about where our County’s priorities should be (I’ll write more about these opinions later), I believe that my opinions will never be more important than the opinions of our citizens; and the comprehensive plan is the place that those opinions are captured for our policy makers to rely upon.  

I’ve now had the privilege of working on the implementation of several comprehensive plans which were largely informed by public input and I can easily say that it has been some of the most rewarding work of my legal career.   

In sum, good policy doesn’t happen by accident.  Good policy happens by careful examination of the threats and opportunities that a community faces and crafting of a deliberate course of action that’s heavily informed by input from the citizens that make up the community itself.  It’s for these reasons that I’ll come back to the title of this post.  It all starts with a plan…"
4,0.9996054108998197,67,Kurstin Johnson for New Mexico,"Results matter. Excuses, excuses, excuses. It's time for a change.
#nmpol #abqcrime #itstimeforchange

EDITORIAL: If excuses solved crime, Albuquerque would be the safest city in America

Excuses, excuses, excuses.

If excuses for inaction on crime are good campaign issues, Democratic candidates for the Statehouse are poised for another landslide victory in November.

The excuses for not taking action during July’s special legislative session on any of Gov. Michelle Lujan Grisham’s public safety proposals were flying like Frisbees at last week’s meetings of the Courts, Corrections & Justice Committee — an interim bicameral committee of 32 state lawmakers that meets between legislative sessions.

Lawmakers need more time, more research into the unintended consequences of crime proposals, more expert testimony, more discussion, more doughnuts and coffee from the nearby table that sustained them throughout the day-long hearings Monday, Tuesday and Wednesday, and for which they automatically receive a daily per diem of $231, plus mileage.

During the committee’s hearing Tuesday morning, state Sen. Mimi Stewart, D-Albuquerque and president pro tempore of the New Mexico Senate, said lawmakers needed more time to address incompetency in New Mexico’s criminal statues, a huge loophole that forms the foundation of our revolving-door justice system.

Lawmakers discussed an “off-ramp” to the governor’s proposal of requiring the temporary detention of defendants who are deemed incompetent in certain felony cases, which a working group is calling “outpatient competency restoration.”

“We’re all struggling to understand this and come up with solutions,” Stewart said. “What does an outpatient competency restoration look like, and are they really doing this in other states?”

New Mexico Supreme Court Justice Briana Zamora responded that most states do have provisions for outpatient and residential competency restoration in their criminal laws.

“We don’t have a good behavioral health system already,” Stewart continued. “We don’t have enough assisted outpatient treatment, so instead we’re going to focus on an outpatient competency restoration? … It just sort of screams immediately to me that these are people who need treatment. They need treatment, they need housing, they need to pull themselves out of poverty ... It just seems backwards and crazy making to think that that’s what we’re going to focus on.”

House Speaker Javier Martínez is not a member of the Courts, Corrections & Justice Committee, but he made a cameo appearance Tuesday morning, summing up the defensive posture of Democrats after they summarily rejected all of the Democratic governor’s proposed public safety measures in July.

“This is the first opportunity I get to address some of the misconceptions and misinformation that took place post-special session,” Martínez said. “These are complicated issues and not only are we trying our best, we are doing a damn good job of addressing these issues.”

Speaker Martínez appeared agitated by the Journal’s July 21 editorial, “NM Dems appear to care more about criminals than their victims,” reading excepts to the Courts, Corrections & Justice Committee.

“It goes on to say ‘How hard is it to require court-ordered behavioral health treatment for repeat offenders accused of a serious violent offense?’” the speaker said. “Clearly it is very difficult. This is the kind of process, madame chair, that quite frankly should have been invested in, time-wise, by the executive, and it just was not. This is the kind of process that it takes to really get to a point where you can have a substantive proposal that we can all debate, and that we can all amend, and that we can all work collaboratively on to get across the finish line. This is how much work it takes, and this is just one group. There have been several processes playing out throughout the state, through a number of different agencies, working their way through whatever process gets set forth.”

The speaker’s word salad was a vegan’s delight, and he kept the salad dressing flowing.

“It goes on to say, back to the editorial, ‘How hard is it to pass a law prohibiting loitering on a median no wider than 36 inches?’” he continued. “Very hard. I was in Silver City this weekend and I saw a group of kids from Silver High fund-raising, and I looked at the median ... and that’s probably about 18 inches. That would have been made illegal (by one of the governor’s proposals) and I’m wondering would local police departments have been enforcing that? I seriously doubt it, because as they always tell me, they have bigger fish to fry.”

Comparing a group of students raising money in the median in Silver City for an hour or two on a weekend to the daily sight of people standing in the medians of Albuquerque shows how much the speaker and other Democratic leaders are flailing in the wake of the failed special session.

The excuses didn’t stop there. Speaker Martínez then turned his aim directly at the governor.

“Had we rubber-stamped those proposals during the special, first of all, I guarantee you there would be lawsuits left and right, so these things wouldn’t have actually been implemented for a while,” the speaker continued. “And even if they were implemented, the unintended consequences of depriving someone of their constitutional liberties, simply because a member of government drove past an intersection and saw somebody smoking fentanyl and their sensibilities were so impacted that they cast such a wide net is, is, would be a tragedy.”

Martínez announced Tuesday he was canceling his Journal subscription. If he hadn’t, he might have read Thursday’s front-page story about a homeless man breaking windows at multiple Old Town businesses and the Albuquerque Museum Tuesday morning while also setting fire to The Shop at Old Town. He might have read that damages to glass panels at the Albuquerque Museum are estimated to cost over $38,000. He might have read about Outpost 1706 owner and former New Mexico State Police Chief Pete Kassetas saying city and state leaders are of no help. He might have read that Old Town business owners are worried the area is turning into another Central Avenue corridor.

What is not misinformation is that House and Senate Democrats did not give any of the governor’s proposed bills a single committee hearing during the special session. What is not a misconception is that the body wash and shampoo are now locked up behind plexiglass at drug stores in Albuquerque. What is factual is that 3,217 defendants charged with 16,045 crimes since 2017 have had their cases dismissed after being found incompetent to stand trial. What is not complicated is that U.S. News & World Report ranks New Mexico the most dangerous state in America based on violent and property crime rates.

Listening to state lawmakers talk about crime can be dismaying. Progressive Democrats have become as soft on crime as the jelly-filled doughnuts that sustain them throughout their day-long jeremiad lamentations about why they can’t really do anything about crime.

Fortunately, there’s an election on the horizon and all 112 legislative seats are up for grabs, even in Albuquerque’s House District 11, where Speaker Martínez is being challenged by Republican Bart Kinney.

Voters have a clear choice in November: More excuses and the status quo with the defund-the-police special interest groups running the state, or fundamental change on public safety.

We’re rooting for fundamental change.

This editorial first appeared in the Albuquerque Journal. It was written by members of the editorial board and is unsigned as it represents the opinion of the newspaper rather than the writers.

By Albuquerque Journal Editorial Board Aug 16, 2024 Updated Aug 16, 2024 

https://www.abqjournal.com/opinion/editorials/editorial-if-excuses-solved-crime-albuquerque-would-be-the-safest-city-in-america/article_2b0a16cc-5c0e-11ef-ad47-ebdcf5565900.html"
4,0.9991017098127064,60,Brian Maher,"MAHER ANNOUNCES REP. ROLISON TO CARRY “IDENTIFY DANGEROUS DRUGS ACT” IN THE SENATE: URGES COLLEAGUES TO ADDRESS NEW DEADLY SYNTHETIC OPIOID

Assemblyman Brian Maher (R,C-Walden) announced today that State Senator Rob Rolison will carry his bill, known as the “Identify Dangerous Drugs Act,” in the State Senate. This move creates additional momentum for a critical proposal aimed at ensuring hospitals and healthcare professionals have the necessary tools to address the escalating threat posed by dangerous synthetic opioids. 

Carfentanil is a synthetic opioid that has recently been detected in New York City and has been linked to multiple overdose deaths as its potency is enough to sedate an elephant. The introduction of carfentanil into the drug supply represents a terrifying escalation in the opioid crisis, as its potency far exceeds that of even the most dangerous substances previously encountered.

Carfentanil, alongside other well-known synthetics like fentanyl and xylazine, continues to ravage our communities, yet we lack the full understanding of how many overdoses they have caused. 

The Senate version of the “Identify Dangerous Drugs Act” will now seek to gain cosponsors, with hopes of turning this issue into a bipartisan effort going into this upcoming years legislative session, recognizing the urgent need to address a new synthetic opioid that has been linked to several overdose deaths in the New York City area.

“Now is the time to urge our colleagues to take notice of newer synthetic opioids that will eventually reach every corner of our state and country,” explained Maher. “While NYC health officials have linked some overdose deaths to this horrifying new synthetic, we have no way of telling how widespread it already is or if it has already begun reaching further upstate and into the Hudson Valley region.” 

Maher’s bill emphasizes the importance of equipping law enforcement and healthcare professionals with the latest information and tools to detect and respond to these potent substances. As the crisis deepens, this proposal could play a crucial role in preventing further loss of life and better preparing New York State to face the evolving landscape of the opioid epidemic. 

“I am proud to sponsor the Senate version of my friend and colleague Assemblyman Brian Maher’s legislation,” said Rep. Rob Rolison. “Deadly synthetic opioids like carfentanil have infiltrated our communities, and their extreme potency renders conventional medical protocols ineffective. With over 100,000 Americans dying from overdoses each year, the drug crisis has reached epidemic proportions. Our bills would provide up-to-date, actionable information to medical professionals, equipping them to save lives in this life-or-death struggle against these new super-opioids and other lethal substances.”

Overdose fatalities have surged across all racial and ethnic groups, with death rates increasing five-fold for Black New Yorkers, quadrupling for Hispanic or Latino New Yorkers, and nearly tripling for white New Yorkers. This is not an individual problem; this is an epidemic that has impacted every New Yorker in some way, shape, or form. Maher continues to stress that these statistics demand immediate and decisive action."
4,0.9990469635297379,382,Brian Maher,"MAHER CALLS FOR ACTION TO COMBAT FENTANYL CRISIS AND DANGEROUS SYNTHETIC DRUGS IN NEW YORK

In response to the ongoing opioid crisis and the tragedy of Paige Gibbons, a 19-year-old college freshman from New York who died of a fentanyl overdose after taking just one pill, Assemblyman Brian Maher (R,C-Walden) urges his colleagues to take action on critical proposals he has both authored and supported, which are aimed at reducing overdose deaths and improving drug identification in hospitals. The measures, which include a proposal to increase the availability of higher-dose opioid reversal agents (A.8075D) and the “Identify Dangerous Drugs Act” (A.7746), seek to address the growing threat of fentanyl and other synthetic drugs.

Maher’s support of (A.08075), which was passed in the Assembly but not the Senate, aims to amend the mental hygiene law and the public health law to allow for the use of higher milligram doses of opioid reversal agents. This change is necessary to combat the increasing potency of synthetic opioids like fentanyl, which is up to 50 times stronger than heroin and 100 times more potent than morphine. 

“The public health crisis has evolved and continues to grow significantly, transitioning from prescription drugs to heroin and now predominantly to fentanyl and other analogs,” said Maher. “As synthetic opioids present a formidable challenge due to their unparalleled potency, it is essential that all communities in New York have access to every life-saving FDA-approved opioid reversal agent. We also must pass the ‘Identify Dangerous Drugs Act’ to better treat overdose patients and address the complexities of this issue.”

The “Identify Dangerous Drugs Act” will commission a comprehensive study on overdose patients receiving treatment in New York hospitals. The aim is to address the incapability of current hospital drug testing to identify “novel psychoactive substances.” Hundreds of new deadly synthetic drugs have been introduced onto the streets of New York since 2009, yet without accurate identification, patients cannot be properly diagnosed or treated.

“This young woman losing her life is devastating, and what makes this even more tragic is the reality that overdoses like this happen every single day in New York,” continued Maher. “The Department of Health’s standing order for opioid reversal medications hasn’t changed since this young woman lost her life in 2022, but over that same time frame, nearly 8,000 New Yorker’s have died from fentanyl overdoses and poisonings. Enough is enough. We must take action either during a special session of the Legislature or early on in the next legislative session.” 

The numbers in New York are striking, with synthetic opioid-related overdoses, mainly due to fentanyl, rising from just 18 cases in 1999 to a staggering 4,950 in 2022. These legislative efforts from Maher and his colleagues are critical steps towards reversing this trend and saving lives.

-30-"
4,0.99898511311415,999,Senator Mike Stuart for WV,"I am BUILT to be a strong West Virginia Attorney General.
 
MakeWVGreatAgain.com  is the website.
 
The video for my campaign for Attorney General of the Great State of West Virginia is attached below. Check it out.
 
My family hails from Barbour County; my dad was a coal miner for 51+ years and my mom was a nurse; I was raised in the Morgantown area and graduated from Morgantown High; My wife and her family are from Fairmont; We've raised our family in Kanawha County;. In the Senate, I represent Lincoln, Logan, Boone and Kanawha counties. My story, well, it’s the West Virginia story.
 
There are only TWO people in West Virginia that were nominated by President Trump to be in his Administration and confirmed by the United States Senate.  I am one of those two people.  My opponent is not the other.  In fact, I was President Trump’s personal pick for United States Attorney.
 
I’m a PROVEN conservative with a voting record to match. I co-chaired President Trump's West Virginia campaign in 2016, served as the United States Attorney, defeated a 4-term, 16-year Democrat incumbent by 17% in a 6:1 Democrat District on my way to the State Senate, and now I'm running for West Virginia Attorney General.
 
I had a BIG, HISTORIC record as United States Attorney- prosecuted two corrupt members of the West Virginia Supreme Court; largest Medicaid fraud prosecution in the history of West Virginia; largest elder fraud prosecution in West Virginia history; spent years on the frontlines of the opioid crisis; largest drug raid in the history of West Virginia targeting nearly 100 drug dealers; largest meth takedown in the history of West Virginia (or Ohio); and took enough fentanyl off the streets to kill more than 40 MILLION people.
 
We live in an era of fake news, cancelled truth, ESG, woke corporate boards, cultural warriors, climate crazies, gender confusion, election uncertainty, drug normalization, indoctrinators and history haters. You know who is responsible to protect you and fight all of those things in West Virginia? The Attorney General. You better hire a real conservative and someone with a proven record who's not afraid to fight. Like I said, I'm built to be the Attorney General.
 
I’m endorsed by the West Virginia Coal Association, coal miners, oil and gas workers, multiple veterans groups, gun owners and great people from all across the great state of West Virginia.
 
We can’t afford a RINO as the next Attorney General. It’s a serious job with serious ramifications for the people of West Virginia. Real jobs and our values hang in the balance. If you’re voting record says “RINO,” well, you’re a RINO.
 
As for me-  I’m a 100% proven tested unapologetically bonafide America First Trump-supporting conservative!"
